Year,Sport,Event,Bronze,Silver,Gold
1952,Boxing,Boxing Men's Heavyweight,Finland,Sweden,USA
1952,Boxing,Boxing Men's Light-Heavyweight,Finland,Argentina,USA
1952,Boxing,Boxing Men's Light-Middleweight,Argentina,South Africa,Hungary
1952,Boxing,Boxing Men's Light-Welterweight,Finland,Russia,USA
1952,Boxing,Boxing Men's Lightweight,Finland,Poland,Italy
1952,Boxing,Boxing Men's Middleweight,Bulgaria,Romania,USA
1952,Boxing,Boxing Men's Welterweight,Denmark,Russia,Poland
1952,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Germany,Czech Republic,Denmark
1952,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Germany,Canada,France
1952,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Finland,Hungary,Czech Republic
1952,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",Czech Republic,Hungary,USA
1952,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Austria,Sweden,Finland
1952,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Hungary,Sweden,Finland
1952,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",France,Finland,Sweden
1952,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Germany,Sweden,Finland
1952,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Russia,Austria,Finland
1952,Cycling,"Cycling Men's 1,000 metres Time Trial",South Africa,Italy,Australia
1952,Cycling,"Cycling Men's Road Race, Individual",Germany,Belgium,Belgium
1952,Cycling,"Cycling Men's Road Race, Team",France,Italy,Belgium
1952,Cycling,Cycling Men's Sprint,Germany,Australia,Italy
1952,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Italy,South Africa,Australia
1952,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",UK,South Africa,Italy
1952,Diving,Diving Men's Platform,Germany,Mexico,USA
1952,Diving,Diving Men's Springboard,USA,USA,USA
1952,Diving,Diving Women's Platform,USA,USA,USA
1952,Diving,Diving Women's Springboard,USA,France,USA
1952,Equestrianism,"Equestrianism Men's Jumping, Individual",Germany,Chile,France
1952,Equestrianism,"Equestrianism Men's Jumping, Team",USA,Chile,UK
1952,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Germany,France,Sweden
1952,Equestrianism,"Equestrianism Men's Three-Day Event, Team",USA,Germany,Sweden
1952,Equestrianism,"Equestrianism Mixed Dressage, Individual",France,Denmark,Sweden
1952,Equestrianism,"Equestrianism Mixed Dressage, Team",Germany,Switzerland,Sweden
1952,Fencing,"Fencing Men's Foil, Individual",Italy,Italy,France
1952,Fencing,"Fencing Men's Foil, Team",Hungary,Italy,France
1952,Fencing,"Fencing Men's Sabre, Individual",Hungary,Hungary,Hungary
1952,Fencing,"Fencing Men's Sabre, Team",France,Italy,Hungary
1952,Fencing,"Fencing Men's epee, Individual",Switzerland,Italy,Italy
1952,Fencing,"Fencing Men's epee, Team",Switzerland,Sweden,Italy
1952,Fencing,"Fencing Women's Foil, Individual",Denmark,Hungary,Italy
1952,Football,Football Men's Football,Sweden,Serbia,Hungary
1952,Gymnastics,Gymnastics Men's Floor Exercise,Data Missing,Japan,Sweden
1952,Gymnastics,Gymnastics Men's Horizontal Bar,Data Missing,Germany,Switzerland
1952,Gymnastics,Gymnastics Men's Horse Vault,Japan,Japan,Russia
1952,Gymnastics,Gymnastics Men's Individual All-Around,Switzerland,Russia,Russia
1952,Gymnastics,Gymnastics Men's Parallel Bars,Switzerland,Russia,Switzerland
1952,Gymnastics,Gymnastics Men's Pommelled Horse,Data Missing,Russia,Russia
1952,Gymnastics,Gymnastics Men's Rings,Switzerland,Russia,Russia
1952,Gymnastics,Gymnastics Men's Team All-Around,Finland,Switzerland,Russia
1952,Gymnastics,Gymnastics Women's Balance Beam,Hungary,Russia,Russia
1952,Gymnastics,Gymnastics Women's Floor Exercise,Hungary,Russia,Hungary
1952,Gymnastics,Gymnastics Women's Horse Vault,Russia,Russia,Russia
1952,Gymnastics,Gymnastics Women's Individual All-Around,Hungary,Russia,Russia
1952,Gymnastics,Gymnastics Women's Team All-Around,Czech Republic,Hungary,Russia
1952,Gymnastics,Gymnastics Women's Team Portable Apparatus,Hungary,Russia,Sweden
1952,Gymnastics,Gymnastics Women's Uneven Bars,Hungary,Russia,Hungary
1952,Hockey,Hockey Men's Hockey,UK,Netherlands,India
1952,Modern Pentathlon,Modern Pentathlon Men's Individual,Hungary,Hungary,Sweden
1952,Modern Pentathlon,Modern Pentathlon Men's Team,Finland,Sweden,Hungary
1952,Rowing,Rowing Men's Coxed Eights,Australia,Russia,USA
1952,Rowing,Rowing Men's Coxed Fours,USA,Switzerland,Czech Republic
1952,Rowing,Rowing Men's Coxed Pairs,Denmark,Germany,France
1952,Rowing,Rowing Men's Coxless Fours,Finland,France,Serbia
1952,Rowing,Rowing Men's Coxless Pairs,Switzerland,Belgium,USA
1952,Rowing,Rowing Men's Double Sculls,Uruguay,Russia,Argentina
1952,Rowing,Rowing Men's Single Sculls,Poland,Australia,Russia
1952,Sailing,Sailing Mixed 5.5 metres,Sweden,Norway,USA
1952,Sailing,Sailing Mixed 6 metres,Finland,Norway,USA
1952,Sailing,Sailing Mixed One Person Dinghy,Sweden,UK,Denmark
1952,Sailing,Sailing Mixed Three Person Keelboat,Germany,Sweden,Norway
1952,Sailing,Sailing Mixed Two Person Keelboat,Portugal,USA,Italy
1952,Shooting,"Shooting Men's Free Pistol, 50 metres",Hungary,Spain,USA
1952,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Russia,Switzerland,Russia
1952,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Romania,Hungary,Hungary
1952,Shooting,"Shooting Men's Running Target, Single And Double Shot",Finland,Sweden,Norway
1952,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",USA,Russia,Romania
1952,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Russia,Finland,Norway
1952,Shooting,Shooting Men's Trap,Sweden,Sweden,Canada
1952,Swimming,"Swimming Men's 1,500 metres Freestyle",Brazil,Japan,USA
1952,Swimming,Swimming Men's 100 metres Backstroke,USA,France,USA
1952,Swimming,Swimming Men's 100 metres Freestyle,Sweden,Japan,USA
1952,Swimming,Swimming Men's 200 metres Breaststroke,Germany,USA,Australia
1952,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,France,Japan,USA
1952,Swimming,Swimming Men's 400 metres Freestyle,Sweden,USA,France
1952,Swimming,Swimming Women's 100 metres Backstroke,New Zealand,Netherlands,South Africa
1952,Swimming,Swimming Women's 100 metres Freestyle,Hungary,Netherlands,Hungary
1952,Swimming,Swimming Women's 200 metres Breaststroke,UK,Hungary,Hungary
1952,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,USA,Netherlands,Hungary
1952,Swimming,Swimming Women's 400 metres Freestyle,USA,Hungary,Hungary
1952,Water Polo,Water Polo Men's Water Polo,Italy,Serbia,Hungary
1952,Weightlifting,Weightlifting Men's Bantamweight,Iran,Iran,Russia
1952,Weightlifting,Weightlifting Men's Featherweight,Trinidad,Russia,Russia
1952,Weightlifting,Weightlifting Men's Heavyweight,Argentina,USA,USA
1952,Weightlifting,Weightlifting Men's Light-Heavyweight,Russia,USA,Russia
1952,Weightlifting,Weightlifting Men's Lightweight,Australia,Russia,USA
1952,Weightlifting,Weightlifting Men's Middle-Heavyweight,Trinidad,Russia,USA
1952,Weightlifting,Weightlifting Men's Middleweight,South Korea,Canada,USA
1952,Wrestling,"Wrestling Men's Bantamweight, Freestyle",India,Russia,Japan
1952,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Russia,Lebanon,Hungary
1952,Wrestling,"Wrestling Men's Featherweight, Freestyle",USA,Iran,Turkey
1952,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Egypt,Hungary,Russia
1952,Wrestling,"Wrestling Men's Flyweight, Freestyle",Iran,Japan,Turkey
1952,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Finland,Italy,Russia
1952,Wrestling,"Wrestling Men's Heavyweight, Freestyle",UK,Sweden,Russia
1952,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Finland,Czech Republic,Russia
1952,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Turkey,USA,Sweden
1952,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Sweden,Russia,Finland
1952,Wrestling,"Wrestling Men's Lightweight, Freestyle",Iran,USA,Sweden
1952,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Czech Republic,Sweden,Russia
1952,Wrestling,"Wrestling Men's Middleweight, Freestyle",Hungary,Iran,Russia
1952,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Russia,Finland,Sweden
1952,Wrestling,"Wrestling Men's Welterweight, Freestyle",Iran,Sweden,USA
1952,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Lebanon,Sweden,Hungary
1956,Athletics,"Athletics Men's 1,500 metres",Australia,Germany,Ireland
1956,Athletics,"Athletics Men's 10,000 metres",Australia,Hungary,Russia
1956,Athletics,Athletics Men's 100 metres,Australia,USA,USA
1956,Athletics,Athletics Men's 110 metres Hurdles,USA,USA,USA
1956,Athletics,Athletics Men's 20 kilometres Walk,Russia,Russia,Russia
1956,Athletics,Athletics Men's 200 metres,USA,USA,USA
1956,Athletics,"Athletics Men's 3,000 metres Steeplechase",Norway,Hungary,UK
1956,Athletics,Athletics Men's 4 x 100 metres Relay,Germany,Russia,USA
1956,Athletics,Athletics Men's 4 x 400 metres Relay,UK,Australia,USA
1956,Athletics,Athletics Men's 400 metres,Finland,Germany,USA
1956,Athletics,Athletics Men's 400 metres Hurdles,USA,USA,USA
1956,Athletics,"Athletics Men's 5,000 metres",UK,UK,Russia
1956,Athletics,Athletics Men's 50 kilometres Walk,Sweden,Russia,New Zealand
1956,Athletics,Athletics Men's 800 metres,Norway,UK,USA
1956,Athletics,Athletics Men's Decathlon,Russia,USA,USA
1956,Athletics,Athletics Men's Discus Throw,USA,USA,USA
1956,Athletics,Athletics Men's Hammer Throw,Russia,Russia,USA
1956,Athletics,Athletics Men's High Jump,Russia,Australia,USA
1956,Athletics,Athletics Men's Javelin Throw,Russia,Poland,Norway
1956,Athletics,Athletics Men's Long Jump,Finland,USA,USA
1956,Athletics,Athletics Men's Marathon,Finland,Serbia,France
1956,Athletics,Athletics Men's Pole Vault,Greece,USA,USA
1956,Athletics,Athletics Men's Shot Put,Czech Republic,USA,USA
1956,Athletics,Athletics Men's Triple Jump,Russia,Iceland,Brazil
1956,Athletics,Athletics Women's 100 metres,Australia,Germany,Australia
1956,Athletics,Athletics Women's 200 metres,Australia,Germany,Australia
1956,Athletics,Athletics Women's 4 x 100 metres Relay,USA,UK,Australia
1956,Athletics,Athletics Women's 80 metres Hurdles,Australia,Germany,Australia
1956,Athletics,Athletics Women's Discus Throw,Russia,Russia,Czech Republic
1956,Athletics,Athletics Women's High Jump,Data Missing,UK,USA
1956,Athletics,Athletics Women's Javelin Throw,Russia,Chile,Russia
1956,Athletics,Athletics Women's Long Jump,Russia,USA,Poland
1956,Athletics,Athletics Women's Shot Put,Germany,Russia,Russia
1956,Basketball,Basketball Men's Basketball,Uruguay,Russia,USA
1956,Boxing,Boxing Men's Bantamweight,Chile,South Korea,Germany
1956,Boxing,Boxing Men's Featherweight,Finland,UK,Russia
1956,Boxing,Boxing Men's Flyweight,France,Romania,UK
1956,Boxing,Boxing Men's Heavyweight,Italy,Russia,USA
1956,Boxing,Boxing Men's Light-Heavyweight,Chile,Romania,USA
1956,Boxing,Boxing Men's Light-Middleweight,UK,USA,Hungary
1956,Boxing,Boxing Men's Light-Welterweight,Romania,Italy,Russia
1956,Boxing,Boxing Men's Lightweight,Ireland,Germany,UK
1956,Boxing,Boxing Men's Middleweight,Argentina,Chile,Russia
1956,Boxing,Boxing Men's Welterweight,Australia,Ireland,Romania
1956,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Hungary,Russia,Romania
1956,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Hungary,France,Russia
1956,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Russia,Hungary,Romania
1956,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",Russia,Hungary,Romania
1956,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Austria,Russia,Germany
1956,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",Australia,Germany,Hungary
1956,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Hungary,Russia,Sweden
1956,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Germany,Hungary,Sweden
1956,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Denmark,Germany,Russia
1956,Cycling,"Cycling Men's 1,000 metres Time Trial",South Africa,Czech Republic,Italy
1956,Cycling,"Cycling Men's Road Race, Individual",UK,France,Italy
1956,Cycling,"Cycling Men's Road Race, Team",Germany,UK,France
1956,Cycling,Cycling Men's Sprint,Australia,Italy,France
1956,Cycling,"Cycling Men's Tandem Sprint, 2,000 metres",Italy,Czech Republic,Australia
1956,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",UK,France,Italy
1956,Diving,Diving Men's Platform,USA,USA,Mexico
1956,Diving,Diving Men's Springboard,Mexico,USA,USA
1956,Diving,Diving Women's Platform,USA,USA,USA
1956,Diving,Diving Women's Springboard,Canada,USA,USA
1956,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",UK,Germany,Sweden
1956,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Canada,Germany,UK
1956,Equestrianism,"Equestrianism Mixed Dressage, Individual",Germany,Denmark,Sweden
1956,Equestrianism,"Equestrianism Mixed Dressage, Team",Switzerland,Germany,Sweden
1956,Equestrianism,"Equestrianism Mixed Jumping, Individual",Italy,Italy,Germany
1956,Equestrianism,"Equestrianism Mixed Jumping, Team",UK,Italy,Germany
1956,Fencing,"Fencing Men's Foil, Individual",Italy,Italy,France
1956,Fencing,"Fencing Men's Foil, Team",Hungary,France,Italy
1956,Fencing,"Fencing Men's Sabre, Individual",Russia,Poland,Hungary
1956,Fencing,"Fencing Men's Sabre, Team",Russia,Poland,Hungary
1956,Fencing,"Fencing Men's epee, Individual",Italy,Italy,Italy
1956,Fencing,"Fencing Men's epee, Team",France,Hungary,Italy
1956,Fencing,"Fencing Women's Foil, Individual",France,Romania,UK
1956,Football,Football Men's Football,Bulgaria,Serbia,Russia
1956,Gymnastics,Gymnastics Men's Floor Exercise,Data Missing,Japan,Russia
1956,Gymnastics,Gymnastics Men's Horizontal Bar,Japan,Russia,Japan
1956,Gymnastics,Gymnastics Men's Horse Vault,Russia,Data Missing,Germany
1956,Gymnastics,Gymnastics Men's Individual All-Around,Russia,Japan,Russia
1956,Gymnastics,Gymnastics Men's Parallel Bars,Japan,Japan,Russia
1956,Gymnastics,Gymnastics Men's Pommelled Horse,Russia,Japan,Russia
1956,Gymnastics,Gymnastics Men's Rings,Japan,Russia,Russia
1956,Gymnastics,Gymnastics Men's Team All-Around,Finland,Japan,Russia
1956,Gymnastics,Gymnastics Women's Balance Beam,Data Missing,Czech Republic,Hungary
1956,Gymnastics,Gymnastics Women's Floor Exercise,Romania,Data Missing,Hungary
1956,Gymnastics,Gymnastics Women's Horse Vault,Hungary,Russia,Russia
1956,Gymnastics,Gymnastics Women's Individual All-Around,Russia,Hungary,Russia
1956,Gymnastics,Gymnastics Women's Team All-Around,Romania,Hungary,Russia
1956,Gymnastics,Gymnastics Women's Team Portable Apparatus,Poland,Sweden,Hungary
1956,Gymnastics,Gymnastics Women's Uneven Bars,Russia,Russia,Hungary
1956,Hockey,Hockey Men's Hockey,Germany,Pakistan,India
1956,Modern Pentathlon,Modern Pentathlon Men's Individual,Finland,Finland,Sweden
1956,Modern Pentathlon,Modern Pentathlon Men's Team,Finland,USA,Russia
1956,Rowing,Rowing Men's Coxed Eights,Australia,Canada,USA
1956,Rowing,Rowing Men's Coxed Fours,Finland,Sweden,Italy
1956,Rowing,Rowing Men's Coxed Pairs,Russia,Germany,USA
1956,Rowing,Rowing Men's Coxless Fours,France,USA,Canada
1956,Rowing,Rowing Men's Coxless Pairs,Austria,Russia,USA
1956,Rowing,Rowing Men's Double Sculls,Australia,USA,Russia
1956,Rowing,Rowing Men's Single Sculls,USA,Australia,Russia
1956,Sailing,Sailing Mixed 5.5 metres,Australia,UK,Sweden
1956,Sailing,Sailing Mixed One Person Dinghy,USA,Belgium,Denmark
1956,Sailing,Sailing Mixed Three Person Keelboat,UK,Denmark,Sweden
1956,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,UK,Australia,New Zealand
1956,Sailing,Sailing Mixed Two Person Keelboat,Bahamas,Italy,USA
1956,Shooting,"Shooting Men's Free Pistol, 50 metres",USA,Russia,Finland
1956,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Finland,Russia,Russia
1956,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Romania,Russia,Romania
1956,Shooting,"Shooting Men's Running Target, Single And Double Shot",Russia,Sweden,Russia
1956,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Canada,Russia,Canada
1956,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Sweden,Czech Republic,Russia
1956,Shooting,Shooting Men's Trap,Italy,Poland,Italy
1956,Swimming,"Swimming Men's 1,500 metres Freestyle",USA,Japan,Australia
1956,Swimming,Swimming Men's 100 metres Backstroke,USA,Australia,Australia
1956,Swimming,Swimming Men's 100 metres Freestyle,Australia,Australia,Australia
1956,Swimming,Swimming Men's 200 metres Breaststroke,Russia,Japan,Japan
1956,Swimming,Swimming Men's 200 metres Butterfly,Hungary,Japan,USA
1956,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Russia,USA,Australia
1956,Swimming,Swimming Men's 400 metres Freestyle,USA,Japan,Australia
1956,Swimming,Swimming Women's 100 metres Backstroke,UK,USA,UK
1956,Swimming,Swimming Women's 100 metres Butterfly,USA,USA,USA
1956,Swimming,Swimming Women's 100 metres Freestyle,Australia,Australia,Australia
1956,Swimming,Swimming Women's 200 metres Breaststroke,Germany,Hungary,Germany
1956,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,South Africa,USA,Australia
1956,Swimming,Swimming Women's 400 metres Freestyle,USA,Australia,Australia
1956,Water Polo,Water Polo Men's Water Polo,Russia,Serbia,Hungary
1956,Weightlifting,Weightlifting Men's Bantamweight,Iran,Russia,USA
1956,Weightlifting,Weightlifting Men's Featherweight,Poland,Russia,USA
1956,Weightlifting,Weightlifting Men's Heavyweight,Italy,Argentina,USA
1956,Weightlifting,Weightlifting Men's Light-Heavyweight,USA,Russia,USA
1956,Weightlifting,Weightlifting Men's Lightweight,South Korea,Russia,Russia
1956,Weightlifting,Weightlifting Men's Middle-Heavyweight,France,USA,Russia
1956,Weightlifting,Weightlifting Men's Middleweight,Italy,USA,Russia
1956,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Russia,Iran,Turkey
1956,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Romania,Sweden,Russia
1956,Wrestling,"Wrestling Men's Featherweight, Freestyle",Finland,Belgium,Japan
1956,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Russia,Hungary,Finland
1956,Wrestling,"Wrestling Men's Flyweight, Freestyle",Turkey,Iran,Russia
1956,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",Turkey,Italy,Russia
1956,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Finland,Bulgaria,Turkey
1956,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Italy,Germany,Russia
1956,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",USA,Russia,Iran
1956,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Sweden,Bulgaria,Russia
1956,Wrestling,"Wrestling Men's Lightweight, Freestyle",Russia,Japan,Iran
1956,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Hungary,Turkey,Finland
1956,Wrestling,"Wrestling Men's Middleweight, Freestyle",Russia,USA,Bulgaria
1956,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Sweden,Bulgaria,Russia
1956,Wrestling,"Wrestling Men's Welterweight, Freestyle",Russia,Turkey,Japan
1956,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Sweden,Russia,Turkey
1960,Athletics,"Athletics Men's 1,500 metres",Hungary,France,Australia
1960,Athletics,"Athletics Men's 10,000 metres",Australia,Germany,Russia
